,precursor_name,updated_precursor_name
436,LCER(16:0),LacCer(d18:1/16:0)
437,LCER(18:0),LacCer(d18:1/18:0)
438,LCER(18:1),LacCer(d18:1/18:1)
439,LCER(20:0),LacCer(d18:1/20:0)
440,LCER(20:1),LacCer(d18:1/20:1)
441,LCER(22:0),LacCer(d18:1/22:0)
442,LCER(22:1),LacCer(d18:1/22:1)
443,LCER(24:0),LacCer(d18:1/24:0)
444,LCER(24:1),LacCer(d18:1/24:1)
445,LCER(26:0),LacCer(d18:1/26:0)
446,LCER(26:1),LacCer(d18:1/26:1)
447,SIL_C15 Lactosyl(?) Ceramide-D7 (d18:1-D7/15:0),SIL_LacCer(d18:1-d7/15:0)_d7
448,LPA(12:0),LPA(12:0)
449,LPA(13:0),LPA(13:0)
450,LPA(14:0),LPA(14:0)
451,LPA(16:0),LPA(16:0)
452,LPA(16:1),LPA(16:1)
453,LPA(17:1),LPA(17:1)
454,LPA(18:0),LPA(18:0)
455,LPA(18:1),LPA(18:1)
456,LPA(18:2),LPA(18:2)
457,LPA(20:0),LPA(20:0)
458,LPA(20:4),LPA(20:4)
459,LPA(21:0),LPA(21:0)
460,LPA(21:2),LPA(21:2)
461,LPA(21:4),LPA(21:4)
462,LPA(22:4),LPA(22:4)
463,LPA(22:6),LPA(22:6)
464,SIL_LPA(16:0)-d9,SIL_LPA(16:0)-d9
465,LPC(14:0),LPC(14:0)
466,LPC(16:0),LPC(16:0)
467,LPC(16:1),LPC(16:1)
468,LPC(18:0),LPC(18:0)
469,LPC(18:1),LPC(18:1)
470,LPC(18:2),LPC(18:2)
471,LPC(18:3),LPC(18:3)
472,LPC(20:0),LPC(20:0)
473,LPC(20:1),LPC(20:1)
474,LPC(20:2),LPC(20:2)
475,LPC(20:3),LPC(20:3)
476,LPC(20:4),LPC(20:4)
477,LPC(20:5),LPC(20:5)
478,LPC(22:4),LPC(22:4)
479,LPC(22:5),LPC(22:5)
480,LPC(22:6),LPC(22:6)
481,SIL_LPC(19:0)-d5,SIL_LPC(19:0)-d5
482,LPE(14:0),LPE(14:0)
483,LPE(15:0),LPE(15:0)
484,LPE(16:0),LPE(16:0)
485,LPE(16:1),LPE(16:1)
486,LPE(17:0),LPE(17:0)
487,LPE(18:0),LPE(18:0)
488,LPE(18:1),LPE(18:1)
489,LPE(18:2),LPE(18:2)
490,LPE(18:3),LPE(18:3)
491,LPE(19:0),LPE(19:0)
492,LPE(20:0),LPE(20:0)
493,LPE(20:1),LPE(20:1)
494,LPE(20:2),LPE(20:2)
495,LPE(20:3),LPE(20:3)
496,LPE(20:4),LPE(20:4)
497,LPE(20:5),LPE(20:5)
498,LPE(22:4),LPE(22:4)
499,LPE(22:5),LPE(22:5)
500,LPE(22:6),LPE(22:6)
501,SIL_LPE(19:0)-d5,SIL_LPE(19:0)-d5
502,LPG(14:0),LPG(14:0)
503,LPG(15:0),LPG(15:0)
504,LPG(16:0),LPG(16:0)
505,LPG(16:1),LPG(16:1)
506,LPG(17:0),LPG(17:0)
507,LPG(18:0),LPG(18:0)
508,LPG(18:1),LPG(18:1)
509,LPG(18:2),LPG(18:2)
510,LPG(18:3),LPG(18:3)
511,LPG(19:0),LPG(19:0)
512,LPG(20:0),LPG(20:0)
513,LPG(20:1),LPG(20:1)
514,LPG(20:2),LPG(20:2)
515,LPG(20:3),LPG(20:3)
516,LPG(20:4),LPG(20:4)
517,LPG(20:5),LPG(20:5)
518,LPG(22:4),LPG(22:4)
519,LPG(22:5),LPG(22:5)
520,LPG(22:6),LPG(22:6)
521,SIL_LPG(19:0)-d5,SIL_LPG(19:0)-d5
522,LPI(14:0),LPI(14:0)
523,LPI(15:0),LPI(15:0)
524,LPI(16:0),LPI(16:0)
525,LPI(16:1),LPI(16:1)
526,LPI(17:0),LPI(17:0)
527,LPI(18:0),LPI(18:0)
528,LPI(18:1),LPI(18:1)
529,LPI(18:2),LPI(18:2)
530,LPI(18:3),LPI(18:3)
531,LPI(19:0),LPI(19:0)
532,LPI(20:0),LPI(20:0)
533,LPI(20:1),LPI(20:1)
534,LPI(20:2),LPI(20:2)
535,LPI(20:3),LPI(20:3)
536,LPI(20:4),LPI(20:4)
537,LPI(20:5),LPI(20:5)
538,LPI(22:4),LPI(22:4)
539,LPI(22:5),LPI(22:5)
540,LPI(22:6),LPI(22:6)
541,SIL_LPI(19:0)-d5,SIL_LPI(19:0)-d5
542,LPS(14:0),LPS(14:0)
543,LPS(15:0),LPS(15:0)
544,LPS(16:0),LPS(16:0)
545,LPS(16:1),LPS(16:1)
546,LPS(17:0),LPS(17:0)
547,LPS(18:0),LPS(18:0)
548,LPS(18:1),LPS(18:1)
549,LPS(18:2),LPS(18:2)
550,LPS(19:0),LPS(19:0)
551,LPS(20:0),LPS(20:0)
552,LPS(20:1),LPS(20:1)
553,LPS(20:2),LPS(20:2)
554,LPS(20:3),LPS(20:3)
555,LPS(20:4),LPS(20:4)
556,LPS(22:4),LPS(22:4)
557,LPS(22:6),LPS(22:6)
558,SIL_LPS(19:0)-d5,SIL_LPS(19:0)-d5
559,MAG(14:0),MG(14:0)
560,MAG(16:0),MG(16:0)
561,MAG(16:1),MG(16:1)
562,MAG(18:0),MG(18:0)
563,MAG(18:1),MG(18:1)
564,MAG(18:2),MG(18:2)
565,MAG(18:3),MG(18:3)
566,MAG(20:0),MG(20:0)
567,MAG(20:1),MG(20:1)
568,MAG(20:2),MG(20:2)
569,MAG(20:3),MG(20:3)
570,MAG(20:4),MG(20:4)
571,MAG(22:0),MG(22:0)
572,MAG(22:1),MG(22:1)
573,MAG(22:2),MG(22:2)
574,MAG(22:3),MG(22:3)
575,MAG(22:4),MG(22:4)
576,MAG(22:5),MG(22:5)
577,MAG(22:6),MG(22:6)
578,SIL_MAG(18:1)-d7,SIL_MG(18:1)-d7
579,PA(14:0_14:0),PA(14:0_14:0)
580,PA(14:0_15:0),PA(14:0_15:0)
581,PA(14:0_16:0),PA(14:0_16:0)
582,PA(14:0_16:1),PA(14:0_16:1)
583,PA(14:0_17:0),PA(14:0_17:0)
584,PA(14:0_18:0),PA(14:0_18:0)
585,PA(14:0_18:1),PA(14:0_18:1)
586,PA(14:0_18:2),PA(14:0_18:2)
587,PA(14:0_18:3),PA(14:0_18:3)
588,PA(14:0_20:1),PA(14:0_20:1)
589,PA(14:0_20:2),PA(14:0_20:2)
590,PA(14:0_20:5),PA(14:0_20:5)
591,PA(14:0_22:4),PA(14:0_22:4)
592,PA(15:0_15:0),PA(15:0_15:0)
593,PA(15:0_16:0),PA(15:0_16:0)
594,PA(15:0_16:1),PA(15:0_16:1)
595,PA(15:0_17:0),PA(15:0_17:0)
596,PA(15:0_18:0),PA(15:0_18:0)
597,PA(15:0_18:1),PA(15:0_18:1)
598,PA(15:0_18:2),PA(15:0_18:2)
599,PA(15:0_18:3),PA(15:0_18:3)
600,PA(15:0_19:0),PA(15:0_19:0)
601,PA(15:0_20:0),PA(15:0_20:0)
602,PA(15:0_20:1),PA(15:0_20:1)
603,PA(15:0_20:2),PA(15:0_20:2)
604,PA(15:0_20:3),PA(15:0_20:3)
605,PA(15:0_20:4),PA(15:0_20:4)
606,PA(16:0_16:0),PA(16:0_16:0)
607,PA(16:0_16:1),PA(16:0_16:1)
608,PA(16:0_17:0),PA(16:0_17:0)
609,PA(16:0_18:0),PA(16:0_18:0)
610,PA(16:0_18:1),PA(16:0_18:1)
611,PA(16:0_18:2),PA(16:0_18:2)
612,PA(16:0_18:3),PA(16:0_18:3)
613,PA(16:0_19:0),PA(16:0_19:0)
614,PA(16:0_20:0),PA(16:0_20:0)
615,PA(16:0_20:1),PA(16:0_20:1)
616,PA(16:0_20:2),PA(16:0_20:2)
617,PA(16:0_20:3),PA(16:0_20:3)
618,PA(16:0_20:4),PA(16:0_20:4)
619,PA(16:0_20:5),PA(16:0_20:5)
620,PA(16:0_22:4),PA(16:0_22:4)
621,PA(16:0_22:5),PA(16:0_22:5)
622,PA(16:0_22:6),PA(16:0_22:6)
623,PA(16:1_16:1),PA(16:1_16:1)
624,PA(16:1_18:0),PA(16:1_18:0)
625,PA(16:1_18:1),PA(16:1_18:1)
626,PA(16:1_18:2),PA(16:1_18:2)
627,PA(16:1_19:0),PA(16:1_19:0)
628,PA(16:1_20:0),PA(16:1_20:0)
629,PA(16:1_20:2),PA(16:1_20:2)
630,PA(16:1_20:3),PA(16:1_20:3)
631,PA(16:1_20:4),PA(16:1_20:4)
632,PA(16:1_20:5),PA(16:1_20:5)
633,PA(16:1_22:4),PA(16:1_22:4)
634,PA(16:1_22:6),PA(16:1_22:6)
635,PA(17:0_18:0),PA(17:0_18:0)
636,PA(17:0_18:1),PA(17:0_18:1)
637,PA(17:0_18:2),PA(17:0_18:2)
638,PA(17:0_18:3),PA(17:0_18:3)
639,PA(17:0_19:0),PA(17:0_19:0)
640,PA(17:0_20:1),PA(17:0_20:1)
641,PA(17:0_20:2),PA(17:0_20:2)
642,PA(17:0_20:3),PA(17:0_20:3)
643,PA(17:0_20:4),PA(17:0_20:4)
644,PA(17:0_22:4),PA(17:0_22:4)
645,PA(17:0_22:5),PA(17:0_22:5)
646,PA(17:0_22:6),PA(17:0_22:6)
647,PA(18:0_18:0),PA(18:0_18:0)
648,PA(18:0_18:1),PA(18:0_18:1)
649,PA(18:0_18:2),PA(18:0_18:2)
650,PA(18:0_18:3),PA(18:0_18:3)
651,PA(18:0_19:0),PA(18:0_19:0)
652,PA(18:0_20:0),PA(18:0_20:0)
653,PA(18:0_20:1),PA(18:0_20:1)
654,PA(18:0_20:2),PA(18:0_20:2)
655,PA(18:0_20:3),PA(18:0_20:3)
656,PA(18:0_20:4),PA(18:0_20:4)
657,PA(18:0_20:5),PA(18:0_20:5)
658,PA(18:0_22:4),PA(18:0_22:4)
659,PA(18:0_22:5),PA(18:0_22:5)
660,PA(18:0_22:6),PA(18:0_22:6)
661,PA(18:1_18:1),PA(18:1_18:1)
662,PA(18:1_18:2),PA(18:1_18:2)
663,PA(18:1_18:3),PA(18:1_18:3)
664,PA(18:1_19:0),PA(18:1_19:0)
665,PA(18:1_20:0),PA(18:1_20:0)
666,PA(18:1_20:1),PA(18:1_20:1)
667,PA(18:1_20:2),PA(18:1_20:2)
668,PA(18:1_20:3),PA(18:1_20:3)
669,PA(18:1_20:4),PA(18:1_20:4)
670,PA(18:1_20:5),PA(18:1_20:5)
671,PA(18:1_22:4),PA(18:1_22:4)
672,PA(18:1_22:5),PA(18:1_22:5)
673,PA(18:1_22:6),PA(18:1_22:6)
674,PA(18:2_18:2),PA(18:2_18:2)
675,PA(18:2_19:0),PA(18:2_19:0)
676,PA(18:2_20:0),PA(18:2_20:0)
677,PA(18:2_20:1),PA(18:2_20:1)
678,PA(18:2_20:2),PA(18:2_20:2)
679,PA(18:2_20:3),PA(18:2_20:3)
680,PA(18:2_20:4),PA(18:2_20:4)
681,PA(18:2_22:4),PA(18:2_22:4)
682,PA(18:2_22:6),PA(18:2_22:6)
683,PA(18:3_19:0),PA(18:3_19:0)
684,PA(18:3_20:0),PA(18:3_20:0)
685,PA(18:3_20:1),PA(18:3_20:1)
686,PA(18:3_20:4),PA(18:3_20:4)
687,PA(19:0_20:0),PA(19:0_20:0)
688,PA(19:0_20:1),PA(19:0_20:1)
689,PA(19:0_20:2),PA(19:0_20:2)
690,PA(19:0_20:3),PA(19:0_20:3)
691,PA(19:0_20:4),PA(19:0_20:4)
692,PA(19:0_20:5),PA(19:0_20:5)
693,PA(19:0_22:4),PA(19:0_22:4)
694,PA(19:0_22:5),PA(19:0_22:5)
695,PA(20:0_20:0),PA(20:0_20:0)
696,PA(20:0_20:1),PA(20:0_20:1)
697,PA(20:0_20:2),PA(20:0_20:2)
698,PA(20:0_20:3),PA(20:0_20:3)
699,PA(20:0_20:4),PA(20:0_20:4)
700,PA(20:0_20:5),PA(20:0_20:5)
701,PA(20:0_22:4),PA(20:0_22:4)
702,PA(20:0_22:5),PA(20:0_22:5)
703,PA(20:0_22:6),PA(20:0_22:6)
704,PA(20:1_20:1),PA(20:1_20:1)
705,PA(20:1_20:2),PA(20:1_20:2)
706,PA(20:1_20:3),PA(20:1_20:3)
707,PA(20:1_20:4),PA(20:1_20:4)
708,PA(20:1_20:5),PA(20:1_20:5)
709,PA(20:1_22:4),PA(20:1_22:4)
710,PA(20:1_22:5),PA(20:1_22:5)
711,PA(20:1_22:6),PA(20:1_22:6)
712,PA(20:2_20:2),PA(20:2_20:2)
713,PA(20:2_20:3),PA(20:2_20:3)
714,PA(20:2_20:4),PA(20:2_20:4)
715,PA(20:2_20:5),PA(20:2_20:5)
716,PA(20:2_22:4),PA(20:2_22:4)
717,PA(20:2_22:5),PA(20:2_22:5)
718,PA(20:2_22:6),PA(20:2_22:6)
719,PA(20:3_20:3),PA(20:3_20:3)
720,PA(20:3_20:4),PA(20:3_20:4)
721,PA(20:3_22:4),PA(20:3_22:4)
722,PA(20:3_22:5),PA(20:3_22:5)
723,PA(20:3_22:6),PA(20:3_22:6)
724,PA(20:4_20:4),PA(20:4_20:4)
725,PA(20:4_20:5),PA(20:4_20:5)
726,PA(20:4_22:4),PA(20:4_22:4)
727,PA(20:4_22:5),PA(20:4_22:5)
728,PA(20:5_20:5),PA(20:5_20:5)
729,PA(20:5_22:4),PA(20:5_22:4)
730,PA(20:5_22:5),PA(20:5_22:5)
731,PA(20:5_22:6),PA(20:5_22:6)
732,PA(22:4_22:4),PA(22:4_22:4)
733,PA(22:4_22:5),PA(22:4_22:5)
734,PA(22:4_22:6),PA(22:4_22:6)
735,PA(22:5_22:5),PA(22:5_22:5)
736,PA(22:5_22:6),PA(22:5_22:6)
737,PA(22:6_22:6),PA(22:6_22:6)
738,SIL_PA(15:0_18:1)-d7,SIL_PA(15:0_18:1)-d7
739,PC(14:0_14:0),PC(14:0_14:0)
740,PC(14:0_15:0),PC(14:0_15:0)
741,PC(14:0_16:0),PC(14:0_16:0)
742,PC(14:0_16:1),PC(14:0_16:1)
743,PC(14:0_17:0),PC(14:0_17:0)
744,PC(14:0_18:0),PC(14:0_18:0)
745,PC(14:0_18:1),PC(14:0_18:1)
746,PC(14:0_18:2),PC(14:0_18:2)
747,PC(14:0_18:3),PC(14:0_18:3)
748,PC(14:0_19:0),PC(14:0_19:0)
749,PC(14:0_20:0),PC(14:0_20:0)
750,PC(14:0_20:1),PC(14:0_20:1)
751,PC(14:0_20:2),PC(14:0_20:2)
752,PC(14:0_20:3),PC(14:0_20:3)
753,PC(14:0_20:4),PC(14:0_20:4)
754,PC(14:0_20:5),PC(14:0_20:5)
755,PC(14:0_22:4),PC(14:0_22:4)
756,PC(14:0_22:5),PC(14:0_22:5)
757,PC(14:0_22:6),PC(14:0_22:6)
758,PC(14:1_14:1),PC(14:1_14:1)
759,PC(15:0_15:0),PC(15:0_15:0)
760,PC(15:0_16:0),PC(15:0_16:0)
761,PC(15:0_16:1),PC(15:0_16:1)
762,PC(15:0_17:0),PC(15:0_17:0)
763,PC(15:0_18:0),PC(15:0_18:0)
764,PC(15:0_18:1),PC(15:0_18:1)
765,PC(15:0_18:2),PC(15:0_18:2)
766,PC(15:0_18:3),PC(15:0_18:3)
767,PC(15:0_19:0),PC(15:0_19:0)
768,PC(15:0_20:0),PC(15:0_20:0)
769,PC(15:0_20:1),PC(15:0_20:1)
770,PC(15:0_20:2),PC(15:0_20:2)
771,PC(15:0_20:3),PC(15:0_20:3)
772,PC(15:0_20:4),PC(15:0_20:4)
773,PC(15:0_20:5),PC(15:0_20:5)
774,PC(15:0_22:4),PC(15:0_22:4)
775,PC(15:0_22:5),PC(15:0_22:5)
776,PC(15:0_22:6),PC(15:0_22:6)
777,PC(16:0_14:0),PC(16:0_14:0)
778,PC(16:0_16:0),PC(16:0_16:0)
779,PC(16:0_16:1),PC(16:0_16:1)
780,PC(16:0_17:0),PC(16:0_17:0)
781,PC(16:0_18:0),PC(16:0_18:0)
782,PC(16:0_18:1),PC(16:0_18:1)
783,PC(16:0_18:2),PC(16:0_18:2)
784,PC(16:0_18:3),PC(16:0_18:3)
785,PC(16:0_20:1),PC(16:0_20:1)
786,PC(16:0_20:2),PC(16:0_20:2)
787,PC(16:0_20:3),PC(16:0_20:3)
788,PC(16:0_20:4),PC(16:0_20:4)
789,PC(16:0_20:5),PC(16:0_20:5)
790,PC(16:0_22:4),PC(16:0_22:4)
791,PC(16:0_22:5),PC(16:0_22:5)
792,PC(16:0_22:6),PC(16:0_22:6)
793,PC(16:1_16:1),PC(16:1_16:1)
794,PC(16:1_18:0),PC(16:1_18:0)
795,PC(16:1_18:1),PC(16:1_18:1)
796,PC(16:1_18:2),PC(16:1_18:2)
797,PC(16:1_18:3),PC(16:1_18:3)
798,PC(16:1_19:0),PC(16:1_19:0)
799,PC(16:1_20:1),PC(16:1_20:1)
800,PC(16:1_20:2),PC(16:1_20:2)
801,PC(16:1_20:3),PC(16:1_20:3)
802,PC(16:1_20:4),PC(16:1_20:4)
803,PC(16:1_20:5),PC(16:1_20:5)
804,PC(16:1_22:4),PC(16:1_22:4)
805,PC(16:1_22:5),PC(16:1_22:5)
806,PC(16:1_22:6),PC(16:1_22:6)
807,PC(17:0_17:0),PC(17:0_17:0)
808,PC(17:0_18:0),PC(17:0_18:0)
809,PC(17:0_18:1),PC(17:0_18:1)
810,PC(17:0_18:2),PC(17:0_18:2)
811,PC(17:0_18:3),PC(17:0_18:3)
812,PC(17:0_19:0),PC(17:0_19:0)
813,PC(17:0_20:0),PC(17:0_20:0)
814,PC(17:0_20:1),PC(17:0_20:1)
815,PC(17:0_20:2),PC(17:0_20:2)
816,PC(17:0_20:3),PC(17:0_20:3)
817,PC(17:0_20:4),PC(17:0_20:4)
818,PC(17:0_20:5),PC(17:0_20:5)
819,PC(17:0_22:4),PC(17:0_22:4)
820,PC(17:0_22:5),PC(17:0_22:5)
821,PC(17:0_22:6),PC(17:0_22:6)
822,PC(18:0_14:0),PC(18:0_14:0)
823,PC(18:0_16:1),PC(18:0_16:1)
824,PC(18:0_18:0),PC(18:0_18:0)
825,PC(18:0_18:1),PC(18:0_18:1)
826,PC(18:0_18:2),PC(18:0_18:2)
827,PC(18:0_18:3),PC(18:0_18:3)
828,PC(18:0_19:0),PC(18:0_19:0)
829,PC(18:0_20:0),PC(18:0_20:0)
830,PC(18:0_20:1),PC(18:0_20:1)
831,PC(18:0_20:2),PC(18:0_20:2)
832,PC(18:0_20:3),PC(18:0_20:3)
833,PC(18:0_20:4),PC(18:0_20:4)
834,PC(18:0_20:5),PC(18:0_20:5)
835,PC(18:0_22:4),PC(18:0_22:4)
836,PC(18:0_22:5),PC(18:0_22:5)
837,PC(18:0_22:6),PC(18:0_22:6)
838,PC(18:1_18:1),PC(18:1_18:1)
839,PC(18:1_18:2),PC(18:1_18:2)
840,PC(18:1_18:3),PC(18:1_18:3)
841,PC(18:1_20:0),PC(18:1_20:0)
842,PC(18:1_20:1),PC(18:1_20:1)
843,PC(18:1_20:2),PC(18:1_20:2)
844,PC(18:1_20:3),PC(18:1_20:3)
845,PC(18:1_20:4),PC(18:1_20:4)
846,PC(18:1_20:5),PC(18:1_20:5)
847,PC(18:1_22:4),PC(18:1_22:4)
848,PC(18:1_22:5),PC(18:1_22:5)
849,PC(18:1_22:6),PC(18:1_22:6)
850,PC(18:2_16:1),PC(18:2_16:1)
851,PC(18:2_18:2),PC(18:2_18:2)
852,PC(18:2_18:3),PC(18:2_18:3)
853,PC(18:2_19:0),PC(18:2_19:0)
854,PC(18:2_20:0),PC(18:2_20:0)
855,PC(18:2_20:2),PC(18:2_20:2)
856,PC(18:2_20:3),PC(18:2_20:3)
857,PC(18:2_20:4),PC(18:2_20:4)
858,PC(18:2_20:5),PC(18:2_20:5)
859,PC(18:2_22:4),PC(18:2_22:4)
860,PC(18:2_22:5),PC(18:2_22:5)
861,PC(18:2_22:6),PC(18:2_22:6)
862,PC(18:3_18:3),PC(18:3_18:3)
863,PC(18:3_20:0),PC(18:3_20:0)
864,PC(18:3_20:1),PC(18:3_20:1)
865,PC(18:3_20:2),PC(18:3_20:2)
866,PC(18:3_20:3),PC(18:3_20:3)
867,PC(18:3_20:4),PC(18:3_20:4)
868,PC(18:3_20:5),PC(18:3_20:5)
869,PC(18:3_22:4),PC(18:3_22:4)
870,PC(18:3_22:5),PC(18:3_22:5)
871,PC(18:3_22:6),PC(18:3_22:6)
872,PC(19:0_19:0),PC(19:0_19:0)
873,PC(19:0_20:0),PC(19:0_20:0)
874,PC(19:0_20:1),PC(19:0_20:1)
875,PC(19:0_20:2),PC(19:0_20:2)
876,PC(19:0_20:3),PC(19:0_20:3)
877,PC(19:0_20:4),PC(19:0_20:4)
878,PC(19:0_20:5),PC(19:0_20:5)
879,PC(19:0_22:4),PC(19:0_22:4)
880,PC(19:0_22:5),PC(19:0_22:5)
881,PC(20:0_16:1),PC(20:0_16:1)
882,PC(20:0_18:1),PC(20:0_18:1)
883,PC(20:0_18:3),PC(20:0_18:3)
884,PC(20:0_20:0),PC(20:0_20:0)
885,PC(20:0_20:1),PC(20:0_20:1)
886,PC(20:0_20:2),PC(20:0_20:2)
887,PC(20:0_20:3),PC(20:0_20:3)
888,PC(20:0_20:4),PC(20:0_20:4)
889,PC(20:0_20:5),PC(20:0_20:5)
890,PC(20:0_22:4),PC(20:0_22:4)
891,PC(20:0_22:5),PC(20:0_22:5)
892,PC(20:0_22:6),PC(20:0_22:6)
893,PC(20:1_20:1),PC(20:1_20:1)
894,PC(20:1_20:3),PC(20:1_20:3)
895,PC(20:1_20:4),PC(20:1_20:4)
896,PC(20:1_20:5),PC(20:1_20:5)
897,PC(20:1_22:4),PC(20:1_22:4)
898,PC(20:1_22:5),PC(20:1_22:5)
899,PC(20:1_22:6),PC(20:1_22:6)
900,PC(20:2_20:2),PC(20:2_20:2)
901,PC(20:2_20:3),PC(20:2_20:3)
902,PC(20:2_20:4),PC(20:2_20:4)
903,PC(20:2_20:5),PC(20:2_20:5)
904,PC(20:2_22:4),PC(20:2_22:4)
905,PC(20:2_22:5),PC(20:2_22:5)
906,PC(20:2_22:6),PC(20:2_22:6)
907,PC(20:3_20:3),PC(20:3_20:3)
908,PC(20:3_20:4),PC(20:3_20:4)
909,PC(20:3_20:5),PC(20:3_20:5)
910,PC(20:3_22:4),PC(20:3_22:4)
911,PC(20:3_22:5),PC(20:3_22:5)
912,PC(20:3_22:6),PC(20:3_22:6)
913,PC(20:4_20:4),PC(20:4_20:4)
914,PC(20:4_20:5),PC(20:4_20:5)
915,PC(20:4_22:4),PC(20:4_22:4)
916,PC(20:4_22:5),PC(20:4_22:5)
917,PC(20:4_22:6),PC(20:4_22:6)
918,PC(20:5_20:5),PC(20:5_20:5)
919,PC(20:5_22:4),PC(20:5_22:4)
920,PC(20:5_22:5),PC(20:5_22:5)
921,PC(20:5_22:6),PC(20:5_22:6)
922,PC(22:4_22:4),PC(22:4_22:4)
923,PC(22:4_22:5),PC(22:4_22:5)
924,PC(22:4_22:6),PC(22:4_22:6)
925,PC(22:5_22:5),PC(22:5_22:5)
926,PC(22:5_22:6),PC(22:5_22:6)
927,PC(22:6_22:6),PC(22:6_22:6)
928,PC(O-15:0/18:2),PC(O-15:0/18:2)
929,PC(O-16:0/18:1),PC(O-16:0/18:1)
930,PC(O-16:0/20:2),PC(O-16:0/20:2)
931,PC(O-16:0/20:4),PC(O-16:0/20:4)
932,PC(O-16:0/22:4),PC(O-16:0/22:4)
933,PC(O-16:1/18:0),PC(O-16:1/18:0)
934,PC(O-16:1/18:2),PC(O-16:1/18:2)
935,PC(O-16:1/20:0),PC(O-16:1/20:0)
936,PC(O-18:0/20:0),PC(O-18:0/20:0)
937,PC(O-18:0/20:1),PC(O-18:0/20:1)
938,PC(O-18:0/20:4),PC(O-18:0/20:4)
939,PC(O-18:0/22:0),PC(O-18:0/22:0)
940,PC(O-18:0/22:5),PC(O-18:0/22:5)
941,PC(O-18:0/22:6),PC(O-18:0/22:6)
942,PC(O-18:0/3:0),PC(O-18:0/3:0)
943,PC(O-18:0/4:0),PC(O-18:0/4:0)
944,PC(O-18:1/16:0),PC(O-18:1/16:0)
945,PC(O-18:1/18:2),PC(O-18:1/18:2)
946,PC(O-18:1/2:0),PC(O-18:1/2:0)
947,PC(O-18:1/24:0),PC(O-18:1/24:0)
948,PC(O-18:2/18:2),PC(O-18:2/18:2)
949,PC(O-18:2/20:0),PC(O-18:2/20:0)
950,PC(O-18:2/20:4),PC(O-18:2/20:4)
